Dates,Topic,Length,Cost,Outline,Category,Hover_Desc
"Jul 22, Aug 24, Sept 23, Oct 22, Nov 18, Dec 16",Outlook 2013: Level 1,1 day,$199,classes/OUTLOOK 2013.pdf,MICROSOFT TRAINING,"This course covers the basic functions and features of Outlook. After an introduction to Outlook’s window components, students will learn how to read and send email messages using several methods. Then they will learn how to manage email messages and attachments, configure message options, and use basic search functions. Students will also learn to manage contacts and contact groups, work with tasks, and create appointments. Finally, they will learn to send and respond to meeting requests."
"Jul 29, Aug 31, Sept 30, Oct 29, Nov 25, Dec 23",Outlook 2013: Level 2,1 day,$199,classes/OUTLOOK 20132.pdf,MICROSOFT TRAINING,"This course builds on the skills and concepts taught in Outlook: Basic. Students will learn how to customize Outlook, use Quick Steps, create Folder pane shortcuts, customize the Navigation bar, customize their messages and signatures, and set up automatic replies. Then students will learn how to set rules for organizing messages and use advanced techniques for managing and maintaining their mailboxes. Students will also learn how to search various folders, use filters, and apply categories, as well as how to work with notes and Journal entries. Finally, they will learn how to share Outlook calendars and contacts and stay informed with RSS feeds."
"Jul 22, Aug 24, Sept 23, Oct 22, Nov 18, Dec 16/td>",Outlook 2016: Level 1,1 day,$199,classes/Outlook_Level1.pdf,MICROSOFT TRAINING,"This course covers the basic functions and features of Outlook. After an introduction to Outlook’s window components, students will learn how to read and send email messages using several methods. Then they will learn how to manage email messages and attachments, configure message options, and use basic search functions. Students will also learn to manage contacts and contact groups, work with tasks, and create appointments. Finally, they will learn to send and respond to meeting requests."
"Jul 29, Aug 31, Sept 30, Oct 29, Nov 25, Dec 23",Outlook 2016: Level 2,1 day,$199,classes/Outlook_Level2.pdf,MICROSOFT TRAINING,"This course builds on the skills and concepts taught in Outlook: Basic. Students will learn how to customize Outlook, use Quick Steps, create Folder pane shortcuts, customize the Navigation bar, customize their messages and signatures, and set up automatic replies. Then students will learn how to set rules for organizing messages and use advanced techniques for managing and maintaining their mailboxes. Students will also learn how to search various folders, use filters, and apply categories, as well as how to work with notes and Journal entries. Finally, they will learn how to share Outlook calendars and contacts and stay informed with RSS feeds."
Call for Dates,Outlook 2019: Level 1,1 day,$199,classes/Outlook_Level1.pdf,MICROSOFT TRAINING,"This course covers the basic functions and features of Outlook. After an introduction to Outlook’s window components, students will learn how to read and send email messages using several methods. Then they will learn how to manage email messages and attachments, configure message options, and use basic search functions. Students will also learn to manage contacts and contact groups, work with tasks, and create appointments. Finally, they will learn to send and respond to meeting requests."
Call for Dates,Outlook 2016: Level 2,1 day,$199,classes/Outlook_Level2.pdf,MICROSOFT TRAINING,"This course builds on the skills and concepts taught in Outlook: Basic. Students will learn how to customize Outlook, use Quick Steps, create Folder pane shortcuts, customize the Navigation bar, customize their messages and signatures, and set up automatic replies. Then students will learn how to set rules for organizing messages and use advanced techniques for managing and maintaining their mailboxes. Students will also learn how to search various folders, use filters, and apply categories, as well as how to work with notes and Journal entries. Finally, they will learn how to share Outlook calendars and contacts and stay informed with RSS feeds."
Call for Availability,Photoshop: Color Printing,1 day,$399,classes/PHOTOSHOP CS3.pdf,ADOBE CLASSES,View Outline
Call for Dates,Photoshop: Web Design,1 day,$399,classes/PHOTOSHOP CS3web.pdf,ADOBE CLASSES,View Outline
"Jul 23, Aug 21, Sept 15, Oct 20, Nov 13, Dec 22",Photoshop: Level 1,1 day,$399,classes/PHOTOSHOP CS5l1.pdf,ADOBE CLASSES,"Photoshop CS6: Basic, ACE Edition, is part of a two-course ILT series that will help students prepare for the Adobe Certified Expert exam for Photoshop CS6. Students will modify digital images to add creative effects and repair defects. After completing this course, the student will be able to use Photoshop CS6 to make selections, create and transform layers, apply image adjustments, retouch and repair photographs, resize images, and use Adobe Bridge to view and organize files."
Request Dates,Photoshop: Production,1 day,$399,classes/PHOTOSHOP CS5p.pdf,ADOBE CLASSES,"This course focuses on the specific information needed to create professional-looking images for high-end business printers and commercial print shops. In this course, students will learn project management basics and how to create layer comps. They will also learn how to optimize color management for print. They will explore various techniques for adjusting the quality of an image and making color adjustments. Students will learn how to use CYMK separations for prepress, customize ink options, and adjust CYMK curves. Students will also explore various options for using grayscale, spot-color, and duotones. Finally, they will learn how to optimize images for the Web, balancing quality and file size, and how to prepare images for use in video productions."
Call for Dates,PowerPoint 2010: Level 1,1 day,$199,classes/POWERPOINT 2010l1.pdf,NEW MICROSOFT COURSE RELEASES,"This course covers the basic functions and features of PowerPoint 2010. After an introduction to PowerPoint's window components and Help system, students will learn to create, save, and rearrange presentations. Then they will format text, use drawing objects, work with graphics, and insert tables and charts. They will then learn to use templates and themes, slide masters, and transition effects. Finally, students will learn to proof, run, and print presentations."
Call for Dates,PowerPoint 2010: Level 2,1 day,$199,classes/POWERPOINT 2010l2.pdf,NEW MICROSOFT COURSE RELEASES,"This course builds on the skills and concepts taught in PowerPoint 2010: Basic. Students will customize PowerPoint by modifying the Ribbon and changing application settings. They will also apply themes and templates, and they will work with SmartArt graphics and tables. Students will add multimedia content and interactive elements to slides, and they will learn about presentation distribution options including PDF, HTML, and online broadcasts. Finally, students will integrate PowerPoint with Word and Excel."
"Jul 6, Aug 6, Sept 3, Oct 5, Nov 17, Dec 3",PowerPoint 2013: Level 1,1 day,$199,classes/POWERPOINT 2013.pdf,MICROSOFT TRAINING,"This ILT Series course covers the basic functions and features of PowerPoint. After an introduction to PowerPoint’s window components, students will open and run a presentation and switch between views. They’ll create a basic presentation and add content; arrange, insert, and delete slides; and apply templates and design themes. Then, they’ll learn how to create and edit shapes, insert and modify WordArt objects and pictures, and work with tables, charts, and diagrams. Finally, they’ll learn how to proof a presentation, create speaker notes, and present and share their presentations."
"Jul 13, Aug 13, Sept 9, Oct 12, Nov 24, Dec 10",PowerPoint 2013: Level 2,1 day,$199,classes/POWERPOINT 2013l2.pdf,MICROSOFT TRAINING,"This course builds on the skills and concepts taught in PowerPoint: Basic. Students will learn to control global settings by using slide masters, and to apply effects such as transitions and timings. They’ll learn more about working with images, and how to include media files, animation, and a photo album in a presentation. Next, they’ll explore advanced tools for working with SmartArt, tables, and charts, and then learn how to create action buttons and equations. Students will also integrate other Microsoft Office files, embed and link external resources, and create hyperlinks. Then, they’ll insert review comments, protect a presentation with a password, and prepare a presentation for delivery in various formats. Finally, they’ll customize application settings and toolbars, and create and apply custom themes."
"Jul 6, Aug 6, Sept 3, Oct 5, Nov 17, Dec 3",PowerPoint 2016/2019: Level 1,1 day,$199,classes/PowerPoint_Level1.pdf,MICROSOFT TRAINING,"This ILT Series course covers the basic functions and features of PowerPoint. After an introduction to PowerPoint’s window components, students will open and run a presentation and switch between views. They’ll create a basic presentation and add content; arrange, insert, and delete slides; and apply templates and design themes. Then, they’ll learn how to create and edit shapes, insert and modify WordArt objects and pictures, and work with tables, charts, and diagrams. Finally, they’ll learn how to proof a presentation, create speaker notes, and present and share their presentations."
"Jul 13, Aug 13, Sept 9, Oct 12, Nov 24, Dec 10",PowerPoint 2016/2019: Level 2,1 day,$199,classes/PowerPoint_Level2.pdf,MICROSOFT TRAINING,"This course builds on the skills and concepts taught in PowerPoint: Basic. Students will learn to control global settings by using slide masters, and to apply effects such as transitions and timings. They’ll learn more about working with images, and how to include media files, animation, and a photo album in a presentation. Next, they’ll explore advanced tools for working with SmartArt, tables, and charts, and then learn how to create action buttons and equations. Students will also integrate other Microsoft Office files, embed and link external resources, and create hyperlinks. Then, they’ll insert review comments, protect a presentation with a password, and prepare a presentation for delivery in various formats. Finally, they’ll customize application settings and toolbars, and create and apply custom themes."
Call for Date,PowerPoint 2019: Level 1,1 day,$199,classes/PowerPoint_Level1.pdf,MICROSOFT TRAINING,"This ILT Series course covers the basic functions and features of PowerPoint. After an introduction to PowerPoint’s window components, students will open and run a presentation and switch between views. They’ll create a basic presentation and add content; arrange, insert, and delete slides; and apply templates and design themes. Then, they’ll learn how to create and edit shapes, insert and modify WordArt objects and pictures, and work with tables, charts, and diagrams. Finally, they’ll learn how to proof a presentation, create speaker notes, and present and share their presentations."
Call for Dates,PowerPoint 2019: Level 2,1 day,$199,classes/PowerPoint_Level2.pdf,MICROSOFT TRAINING,"This course builds on the skills and concepts taught in PowerPoint: Basic. Students will learn to control global settings by using slide masters, and to apply effects such as transitions and timings. They’ll learn more about working with images, and how to include media files, animation, and a photo album in a presentation. Next, they’ll explore advanced tools for working with SmartArt, tables, and charts, and then learn how to create action buttons and equations. Students will also integrate other Microsoft Office files, embed and link external resources, and create hyperlinks. Then, they’ll insert review comments, protect a presentation with a password, and prepare a presentation for delivery in various formats. Finally, they’ll customize application settings and toolbars, and create and apply custom themes."
Call for Dates,Prezi Essential Training,3 Hours,$125,classes/PREZI ESSENTIAL TRAINING.pdf,MICROSOFT TRAINING,"Learn how to use Prezi, the free and powerful cloud-based tool for creating compelling presentations. This course shows you how to create a new Prezi, understand the interface, explore the suite of intuitive tools, and import PowerPoint files. Learn how to add text, images, shapes, and diagrams and embed multimedia, as well as work with frames: the key component to navigating across Prezi's 3D canvas and enabling Prezi's unique zooms and rotations. The course also explores how to collaborate with others on a Prezi, publish it, and present it remotely on computers, tablets, and other devices."
Request Dates,Programming with C++,5 days,"$2,795",classes/PROGRAMMING WITH C.pdf,WEB DEVELOPMENT,"This course covers basic programming concepts and teaches students how to build a program using the C++ .NET programming language. Students will learn the differences between low-level and high-level languages. They will also learn how to use C++ to program variables, constants, control structures, value-returning and void functions, selection structures, loops, and arrays. Students will learn how to build, execute, and debug a C++ program, as well as how to implement sequential access files and access data from a database. This course also covers object-oriented programming conceptclasses and objects."
"Jul 6-10, Sept 20-25, Nov 9-13",Project+,5 days,"$2,795",classes/PROJECT.pdf,PROJECT MANAGEMENT PROGRAMS,"This ILT Series course, rated 4.9/5.0 in overall quality by ProCert Labs, will prepare students for the current CompTIA Project+ certification exam. It covers the full range of skills and concepts students need to know to plan and implement projects. The project initiation and planning process is covered in-depth, culminating in the creation of a project schedule. Learning how to manage business concerns such as cost and risk is balanced by thorough coverage of best practices in managing people and resources. Students will also learn how to manage change and the steps necessary in closing a project. Comes with MeasureUp exam prep software. Also available with a companion CBT program."
"Jul 16, Aug 11, Sept 14, Oct 22, Nov 16, Dec 23",Project 2013: Level 1,1 day,$199,classes/PROJECT 2013.pdf,DESKTOP AND OFFICE APPS,"This course teaches the basic commands and features of Microsoft Project. Students will learn how to create and modify task lists, establish a project schedule, create calendars, assign resources to tasks, track costs, and work with different views and tables. Students will also apply filters and groups, and sort task and resource data. Finally, they will learn how to resolve resource conflicts"
"Jul 23, Aug 18, Sept 21, Oct 29, Nov 23, Dec 30",Project 2013: Level 2,1 day,$199,classes/PROJECT 20132.pdf,DESKTOP AND OFFICE APPS,"This ILT Series course builds on the concepts and skills taught in the Basic (Level 1) course. Students will learn how to work with templates, create baseline plans, monitor and update projects, analyze project statistics, handle delays and conflicts, create reports, consolidate project files, share resources, and customize Project. Students will also learn how to communicate project information by using Project Server and how to integrate Project data with other Office applications."
"Jul 16, Aug 11, Sept 14, Oct 22, Nov 16, Dec 23",Project 2016: Level 1,1 day,$199,classes/Project_Level1.pdf,DESKTOP AND OFFICE APPS,"This course teaches the basic commands and features of Microsoft Project. Students will learn how to create and modify task lists, establish a project schedule, create calendars, assign resources to tasks, track costs, and work with different views and tables. Students will also apply filters and groups, and sort task and resource data. Finally, they will learn how to resolve resource conflicts"
"Jul 23, Aug 18, Sept 21, Oct 29, Nov 23, Dec 30",Project 2016: Level 2,1 day,$199,classes/Project_Level2.pdf,DESKTOP AND OFFICE APPS,"This ILT Series course builds on the concepts and skills taught in the Basic (Level 1) course. Students will learn how to work with templates, create baseline plans, monitor and update projects, analyze project statistics, handle delays and conflicts, create reports, consolidate project files, share resources, and customize Project. Students will also learn how to communicate project information by using Project Server and how to integrate Project data with other Office applications."
Call for Dates,Project 2019: Level 1,1 day,$199,classes/Project_Level1.pdf,DESKTOP AND OFFICE APPS,"This course teaches the basic commands and features of Microsoft Project. Students will learn how to create and modify task lists, establish a project schedule, create calendars, assign resources to tasks, track costs, and work with different views and tables. Students will also apply filters and groups, and sort task and resource data. Finally, they will learn how to resolve resource conflicts"
Call for Dates,Project 2019: Level 2,1 day,$199,classes/Project_Level2.pdf,DESKTOP AND OFFICE APPS,"This ILT Series course builds on the concepts and skills taught in the Basic (Level 1) course. Students will learn how to work with templates, create baseline plans, monitor and update projects, analyze project statistics, handle delays and conflicts, create reports, consolidate project files, share resources, and customize Project. Students will also learn how to communicate project information by using Project Server and how to integrate Project data with other Office applications."
"Aug 12-13, Sept 20-21, Dec 28-29",Project Communications: Infrastructure and Protocol,2 days,"$1,295",classes/PROJECT COMMUNICATIONS.pdf,PROJECT MANAGEMENT PROGRAMS,"This course offers insight to the organization of the future. Maintaining cross-functionality and customer focus can be difficult in a matrixed environment riddled with personal agendas, turf wars and difficult people. This course will help you to gain deeper understanding of the motivators that lead to these scenarios and give you tools to navigate the political land mines. It will also help you assess and maximize your communication style to win the confidence of your peers and ultimately, for optimal project results.The format of the course is highly interactive and how-to oriented. Discussion of concepts and principles is followed by exercises."
Request Dates,Project Management Basics,1 day,Call for Pricing,classes/PROJECT MANAGEMENT BASICS.pdf,PROJECT MANAGEMENT PROGRAMS,"This course will help prepare project managers for the PMP Certification exam. It reviews the requirements and procedures for taking the exam and discusses the exam structure. Topic coverage includes general project management concepts such as: project characteristics; differences between programs, subprojects, and portfolios; various organizational structures and the project manager's role in each; and key project management skills. Also included is a review of project management knowledge areas and process groups."
"Jul 30, Aug 28, Oct 27",Project Management Essentials,1 day,$650,classes/PROJECT MANAGEMENT ESSENTIALS.pdf,PROJECT MANAGEMENT PROGRAMS,"This course teaches the fundamentals of project management. Students learn how to identify project participants, goals, objectives, activities, and constraints. Course activities also cover activity dependencies, activity analysis, project schedules and budgets, network diagrams, Gantt charts, CPM scheduling, and activity duration compression. Students will also learn how to optimize project activities, estimate costs, control project changes, measure project performance, use project performance reports, accommodate change, control the project schedule and budget, and close a project."
"Aug 17-21, Oct 26-30, Nov 39- Dec 4",Project Management Professional Certification,5 days,"$2,795",classes/PROJECT MANAGEMENT PROFESSIONAL CERTIFICATION.pdf,PROJECT MANAGEMENT PROGRAMS,"Your ability as a project manager to demonstrate best practices in project management—both on the job and through professional certification—is becoming the standard to compete in today's fast-paced and highly technical workplace. This course expands upon the basic concepts of project management you discovered in the Project Management Fundamentals course, and offers a job-related approach to successful project management across application areas and industries."
Request Dates,Project Management Skills for Non-Project Managers,1 day,Call for Pricing,classes/PROJECT MANAGEMENT SKILLS FOR NON.pdf,PROJECT MANAGEMENT PROGRAMS,"Although you are not formally employed as a project manager, you may occasionally be called on to lead a small- to medium-sized project for your company. In this course, you will strategically plan a project so that you can achieve the desired results on time and on budget. You will identify its requirements and the resources you have to work with, monitor the project's progress, and mitigate the related obstacles so that you can lead a team in bringing the project to a successful completion. This course will give you the basics on the project management process and the tools needed to manage small- to medium-size projects."
"Sept 21-24, Oct 5-8, Nov 2-5",Project Management Skills for the Information Technology Professional,4 days,"$1,996",classes/PROJECT MANAGEMENT SKILLS FOR THE INFORMATION TECHNOLOGY PROFESSIONAL.pdf,PROJECT MANAGEMENT PROGRAMS,"The course combines the best of both worlds: an academic text that treats project management from a research point of view, providing running cases and other strong pedagogical elements; and a practical text that provides hands-on projects at the end of each chapter using Microsoft Project, the tool of choice in this market. It also provides excellent preparation for the PMI (Project Management Institute) certification exam."
"Jan 3, Mar 25, May 11",Project Management for Technical Teams,1 day,$650,classes/PROJECT MANAGEMENT FOR TECHNICAL TEAMS.pdf,PROJECT MANAGEMENT PROGRAMS,Identify methods of effectively managing small- to medium-sized projects and achieving their stated objectives. This course is intended for a wide range of managers and staff members who need to successfully manage small- to medium-sized projects.
"Jul 15-17, Sept 8-10, Nov 23-25","Project Planning, Scheduling and Control",3 days,"$1,690",classes/PROJECT PLANNING.pdf,PROJECT MANAGEMENT PROGRAMS,View Outline
"Aug 10-11, Sept 8-9, Oct 12-13",Project Risk Assessment and Management,2 days,"$1,295",classes/PROJECT RISK ASSESSMENT AND MANAGEMENT.pdf,PROJECT MANAGEMENT PROGRAMS,View Outline
"Jul 24, Aug 20, Sept 30, Oct 27, Nov 24, Dec 29",QuickBooks,1 day,$399,classes/QUICKBOOKS.pdf,DESKTOP AND OFFICE APPS,"This course covers the fundamentals of using QuickBooks to track the finances of a small business. Students will learn how to set up a new company, manage bank account transactions, maintain customer, job, and vendor information, manage inventory, generate reports, and use the Company Snapshot window. Students will also create invoices and credit memos, write and print checks, add custom fields, set up budgets, and learn how to protect and back up their data."
Call for Availability,SharePoint Designer 2013,1 day,$399,classes/SHAREPOINT DESIGNER 2013.pdf,DESKTOP AND OFFICE APPS,"Microsoft® SharePoint® Designer 2013 provides a code-free environment to access data types and build custom SharePoint applications. It allows rapid development of SharePoint workflows to meet a company's specific needs. Before SharePoint Designer, most custom SharePoint applications were created with Microsoft® Visual Basic®. SharePoint Designer simplifies the process with a no-code interface that can be integrated with Microsoft® Visio® 2013 to easily manipulate workflow shapes. In this course, you will create and publish custom SharePoint workflows without code using SharePoint Designer 2013."
"Jul 29, Aug 24, Sept 30, Oct 26, Nov 17, Dec 29",SharePoint: Site Administrator,1 day,$399,classes/SHAREPOINT.pdf,DESKTOP AND OFFICE APPS,"Microsoft® SharePoint® 2016 helps people collaborate and use familiar applications and web-based tools to create, access, store, and track documents and data in a central location. SharePoint can also help organizations segment digital information, share information from external sources, archive records, and automate business processes. In this course, you will learn how to create, configure, and manage a SharePoint site so that your team or organization can collaborate effectively, manage the flow of digital information, automate business processes, and meet records management needs."
"Jul 22, Aug 17, Sept 23, Oct 19, Nov 10, Dec 22",SharePoint: Site Owner,1 day,$399,classes/SHAREPOINTowner.pdf,DESKTOP AND OFFICE APPS,"Microsoft® SharePoint® 2016 is a platform designed to facilitate collaboration and allow people to use familiar applications and web-based tools to create, access, store, and track documents and data in a central location. As such, SharePoint has many distinct features that must be enabled and configured, and many content structures that can be selected, added, and configured. In this course, you will learn how to create, configure, and manage a SharePoint team site so that your team or organization can share information and collaborate effectively."
"Jul 15, Aug 10, Sept 16, Oct 12, Nov 3, Dec 15",SharePoint: Site User,1 day,$399,classes/SHAREPOINTuser.pdf,DESKTOP AND OFFICE APPS,"In many professional environments today, people work collaboratively in teams. Information technology and applications facilitate this by allowing people to easily share, access, edit, and save information. Microsoft® SharePoint® 2016 is a platform specifically designed to facilitate collaboration, allowing people to use familiar applications and Web-based tools to create, access, store, and track documents and data in a central location. In this course, you will learn about and use a SharePoint Team Site to access, store, and share information and documents."
Call for Dates,Time Efficiency in Outlook,1/2 day,$125,classes/TIME EFFICIENCY IN OUTLOOK 2007.pdf,THREE HOUR COURSE SERIES,"This course, part of our Three Hour Course series, focuses on staying organized in Outlook to maximize your time and efficiency. Utilize the many features in Outlook to best plan, schedule, and account for your time. Learn shortcuts to make your everyday tasks simpler."
Request Dates,Time Management,1 day,$399,classes/TIME MANAGEMENT.pdf,STRATEGIC CORPORATE TRAINING,"This course teaches students the fundamentals of time management. Students will learn how to evaluate the use of time, identify goals and set priorities, develop an overall time management plan, discuss the Pareto principle, assign a price to time, conduct a time audit, and correctly identify and control poor time management personality types. Course activities also cover managing their time to increase their productivity, developing a daily plan, managing technology, and saying ""no"" to doing too much. Students will also learn how to handle e-mail, the Internet, the telephone, personal interactions, and paperwork to productively use their time."
"Jul 20, Aug 19, Sept 22, Oct 7, Nov 4, Dec 21",Visio 2013: Level 1,1 day,$199,classes/VISIO 2013.pdf,MICROSOFT TRAINING,"This one-level workshop shows students how to get the most out of Microsoft Visio. The course includes 12 modules which cover shapes, text, objects, pages, and much more."
"Jul 27, Aug 26, Sept 29, Oct 14, Nov 18, Dec 28",Visio 2013: Level 2,1 day,$199,classes/VISIO 20132.pdf,MICROSOFT TRAINING,"This course aims to take those users who are familiar with the basic concepts of Microsoft Visio and boost their skills to the advanced level through the study of these 12 modules. Students will cover a wide range of features that are a part of Visio to help them get the most out of it. This training package covers: Doing More with Shapes, Working with Containers, Adding Callouts, Using Layers, Linking Data to Shapes, Using Data Graphics, Creating Process Diagrams, Creating Cross-Functional Flowcharts, Creating Organization Charts, Doing More with Organization Charts, Creating Workflow Diagrams, and Creating Gantt Charts."
"Jul 20, Aug 19, Sept 22, Oct 7, Nov 4, Dec 21",Visio 2016: Level 1,1 day,$199,classes/Visio_Level1.pdf,MICROSOFT TRAINING,"In today’s workplace, visual diagrams are an essential part of communication, from road maps to sales flows to process charts. Microsoft® Visio® provides you with an intuitive, customizable tool to easily create a professional-looking visual product by using its extensive gallery of shapes."
"Jul 27, Aug 26, Sept 29, Oct 14, Nov 18, Dec 28",Visio 2016: Level 2,1 day,$199,classes/Visio_Level2.pdf,MICROSOFT TRAINING,"This course aims to take those users who are familiar with the basic concepts of Microsoft Visio and boost their skills to the advanced level through the study of these 12 modules. Students will cover a wide range of features that are a part of Visio to help them get the most out of it. This training package covers: Doing More with Shapes, Working with Containers, Adding Callouts, Using Layers, Linking Data to Shapes, Using Data Graphics, Creating Process Diagrams, Creating Cross-Functional Flowcharts, Creating Organization Charts, Doing More with Organization Charts, Creating Workflow Diagrams, and Creating Gantt Charts."
Call for Dates,Visio 2019: Level 1,1 day,$199,classes/Visio_Level1.pdf,MICROSOFT TRAINING,"In today’s workplace, visual diagrams are an essential part of communication, from road maps to sales flows to process charts. Microsoft® Visio® provides you with an intuitive, customizable tool to easily create a professional-looking visual product by using its extensive gallery of shapes."
Call for Dates,Visio 2019 Level 2,1 day,$199,classes/Visio_Level2.pdf,MICROSOFT TRAINING,"This course aims to take those users who are familiar with the basic concepts of Microsoft Visio and boost their skills to the advanced level through the study of these 12 modules. Students will cover a wide range of features that are a part of Visio to help them get the most out of it. This training package covers: Doing More with Shapes, Working with Containers, Adding Callouts, Using Layers, Linking Data to Shapes, Using Data Graphics, Creating Process Diagrams, Creating Cross-Functional Flowcharts, Creating Organization Charts, Doing More with Organization Charts, Creating Workflow Diagrams, and Creating Gantt Charts."
Request Dates,Visual Basic 6: Introduction,3 days,"$1,690",classes/VISUAL BASIC 6.pdf,MICROSOFT TRAINING,View Outline
Call for Dates,"Web Design with XHTML, HTML and CSS: Level 1",1 day,$399,classes/WEB DESIGN WITH XHTML.pdf,WEB DEVELOPMENT,"While using the Internet, you have probably encountered various attractive and useful websites, and you may have formed your own opinions of their capabilities and limitations. However, merely using the Internet will not give you an understanding of how these sites are created. In this course, you will examine the basics of foundational web technology and create your own functional web pages using markup languages such as Hypertext Markup Language (HTML), Extensible Hypertext Markup Language (XHTML), and Cascading Style Sheets (CSS)."
Request Dates,"Web Design with XHTML, HTML and CSS: Level 2",1 day,$399,classes/WEB DESIGN WITH XHTML2.pdf,WEB DEVELOPMENT,View Outline
"Jul 7-9, Sept 15-17, Nov 2-4","Web Design: CSS, HTML, XHTML & JavaScript",3 day,"$1,295",classes/WEB DESIGN.pdf,WEB DEVELOPMENT,View Outline
Request Dates,Web Development with CSS,1 day,$399,classes/WEB DEVELOPMENT WITH CSS.pdf,WEB DEVELOPMENT,"This course is designed for students who want to learn how to use Cascading Style Sheets (CSS) to develop and design Web sites. Students will learn how to use all the features of the CSS-1 specification, and a few features of CSS-2. Students will explore browser workarounds and sound development principles along the way. Upon completion of this course, students will be able to identify style sheets of various types, customize styles, apply positioning properties, control background appearance, and create styles that break down gracefully"
"Jul 29, Aug 10, Sept 25, Oct 16, Nov 9, Dec 14",Windows 10,1 day,$399,classes/WINDOWS 10.pdf,MICROSOFT TRAINING,"Learn all the essential features of Windows 10. This comprehensive course covers everything you need to know to install Windows, customize it to your liking, and start working with files and applications. Learn how to manage folders, use Cortana to search and navigate, browse the web with the new Microsoft Edge browser, and work with Mail, Calendars, and People (aka contacts). Plus, learn about sharing via a home network, multiuser configurations, security and privacy, and troubleshooting Windows."
Request Dates,Wireless LAN Administration,5 days,"$2,795",classes/WIRELESS LAN ADMINISTRATION.pdf,WIRELESS AND COMMUNICATIONS TECH,"In this course, you will learn how wireless LANs work, and how to make them work for you-reliably and securely. This course also offers practical insight and context for deploying, managing, and troubleshooting WLANs in any environment, from the enterprise to the home."
Request Dates,Wireless LAN Analysis,5 days,"$2,795",classes/WIRELESS LAN ANALYSIS.pdf,WIRELESS AND COMMUNICATIONS TECH,View Outline
Request Dates,Wireless LAN Security,5 days,"$2,795",classes/WIRELESS LAN SECURITY.pdf,WIRELESS AND COMMUNICATIONS TECH,"Learn best practices for securely managing, operating, and scaling WLANs. Comprehend the security-related technological underpinnings of WLANs. Explore new security protocols in 802.11i and WPA and learn how they prevent attacks. Review centralized deployment models for wired/wireless integration. Deepen your knowledge of defense by understanding the tools that attackers use to perform reconnaissance and to attack authentication and encryption mechanisms."
Call for Dates,Word 2010: Level 1,1 day,$199,classes/WORD 2010.pdf,MICROSOFT TRAINGING,"This course covers the basic functions and features of Word 2010. After an introduction to Word's window components, students will learn how to use the Help system and navigate documents. Then they will enter and edit text, create and save documents, and learn how to enhance the appearance of a document by using various formatting options. They will also create tables, insert headers and footers, proof and print documents, and insert graphics."
Call for Dates,Word 2010: Level 2,1 day,$199,classes/WORD 2010l2.pdf,MICROSOFT TRAINING,"This course builds on the skills and concepts taught in Word 2010: Basic, First Look Edition. Students will work with styles, sections, and columns. They will format tables, print labels and envelopes, and work with graphics. They will also use document templates, manage document revisions, and work with Web features."
Call for Dates,Word 2010: Level 3,1 day,$199,classes/WORD 20103.pdf,MICROSOFT TRAINING,"This ILT Series course builds on the skills and concepts taught in Word 2010: Intermediate. Students will perform mail merges, create and use forms, and create master documents that include a table of contents, a table of figures, footnotes, endnotes, an index, bookmarks, cross-references, and Web frames. They will also create macros, customize the ribbon and Quick Access toolbar, and work with XML documents."
"Jul 1, Aug 5, Sept 3, Oct 1, Nov 3, Dec 7",Word 2013: Level 1,1 day,$199,classes/WORD 2013.pdf,MICROSOFT TRAINING,"This course covers the basic skills and concepts students need to use Microsoft Word productively and efficiently. After an introduction to Word's window components, students will learn how to create and save documents and how to navigate documents. Then they will edit, copy and paste, and find and replace text. They will also learn how to enhance the appearance of a document by using various formatting options. In addition, they will create tables, adjust page layout, work with graphics, use styles and outlines, and proof and print documents."
"Jul 9, Aug 12, Sept 10, Oct 8, Nov 10, Dec 14",Word 2013: Level 2,1 day,$199,classes/WORD 20132.pdf,MICROSOFT TRAINING,"In this ILT series course, students will further build on the skills acquired in the Microsoft Word basic course. Students will learn to use styles and outlines, and how to format tables. Then they will insert SmartArt diagrams, work with shapes, and format text graphically. They will also learn how to format a document by adding sections, columns, and design elements such as watermarks and themes. In addition, they will use Track Changes and prepare documents for sharing and exporting. Finally, students will learn how to work with fields and perform a mail merge. This course will help students prepare for the Microsoft Office Specialist core-level exam for Word (exam 77-418) and the Microsoft Office Specialist Expert exam for Word (exam 77-419). For comprehensive certification training, students should complete the Basic and Advanced courses for Word."
"Jul 16, Aug 19, Sept 17, Oct 15, Nov 17, Dec 21",Word 2013: Level 3,1 day,$199,classes/WORD 20133.pdf,MICROSOFT TRAINING,"This ILT Series course covers advanced skills and concepts students need to use Microsoft Word productively and efficiently. Students will learn to add interactive elements such as forms and content from other applications, and to save a file as a web page. Then they will learn how to use document references such as citations, indexes, and tables of contents. Next, they will learn to work more efficiently in Word by customizing the ribbon, creating macros, using building blocks, and inserting subdocuments. In addition, students will learn to record and copy macros, to create and modify VBA modules, and to control Word objects in the Visual Basic Environment. Finally, students will learn the fundamentals of VBA programming through creating control structures, designing VBA forms, and debugging programs."
